Number,Layer,Average_Probability,Number_Layer
1,motif_1,0.3128762400793651,1_motif_1
1,motif_2,0.6657678571428571,1_motif_2
1,motif_3,0.2782343749999999,1_motif_3
2,motif_1,0.31274950396825396,2_motif_1
2,motif_2,0.6675995783730159,2_motif_2
2,motif_3,0.3284407814407814,2_motif_3
3,motif_1,0.31279174933862436,3_motif_1
3,motif_2,0.6129648644179894,3_motif_2
3,motif_3,0.30883393719806757,3_motif_3
4,motif_1,0.3128128720238096,4_motif_1
4,motif_2,0.6656085069444444,4_motif_2
4,motif_3,0.3080654121863799,4_motif_3
5,motif_1,0.31619196428571433,5_motif_1
5,motif_2,0.6670640873015874,5_motif_2
5,motif_3,0.4445322916666667,5_motif_3
6,motif_1,0.309727802579365,6_motif_1
6,motif_2,0.6668133267195767,6_motif_2
6,motif_3,0.5862677331349205,6_motif_3
7,motif_1,0.32123083191609986,7_motif_1
7,motif_2,0.5975852820294785,7_motif_2
7,motif_3,0.42844375763125764,7_motif_3
8,motif_1,0.3219071180555556,8_motif_1
8,motif_2,0.6736831597222221,8_motif_2
8,motif_3,0.41767627728174606,8_motif_3
9,motif_1,0.6157659556878305,9_motif_1
9,motif_2,0.3230584886128365,9_motif_2
9,motif_3,0.42020629251700675,9_motif_3
10,motif_1,0.6132294642857141,10_motif_1
10,motif_2,0.3230584886128365,10_motif_2
10,motif_3,0.41738883526383525,10_motif_3
11,motif_1,0.5834107593795093,11_motif_1
11,motif_2,0.32227768759018766,11_motif_2
11,motif_3,0.4233266565885614,11_motif_3
12,motif_1,0.5764573206018517,12_motif_1
12,motif_2,0.30853624733475465,12_motif_2
12,motif_3,0.41750315893901424,12_motif_3
13,motif_1,0.6039892971611722,13_motif_1
13,motif_2,0.3078223003848003,13_motif_2
13,motif_3,0.4175031589390142,13_motif_3
14,motif_1,0.6172371740362811,14_motif_1
14,motif_2,0.32227768759018766,14_motif_2
14,motif_3,0.4175031589390142,14_motif_3
15,motif_1,0.5777819325735991,15_motif_1
15,motif_2,0.32227768759018766,15_motif_2
15,motif_3,0.41938955026455016,15_motif_3
16,motif_1,0.5769410052910051,16_motif_1
16,motif_2,0.3230584886128365,16_motif_2
16,motif_3,0.4288146164021164,16_motif_3
17,motif_1,0.5777819325735991,17_motif_1
17,motif_2,0.32227768759018766,17_motif_2
17,motif_3,0.42271050514800507,17_motif_3
18,motif_1,0.6694313650793653,18_motif_1
18,motif_2,0.3230584886128365,18_motif_2
18,motif_3,0.41938955026455016,18_motif_3
19,motif_1,0.6173609415276083,19_motif_1
19,motif_2,0.31993052355350754,19_motif_2
19,motif_3,0.419576798941799,19_motif_3
20,motif_1,0.6714163898117386,20_motif_1
20,motif_2,0.32227768759018766,20_motif_2
20,motif_3,0.4233266565885614,20_motif_3
21,motif_1,0.5777819325735992,21_motif_1
21,motif_2,0.3230584886128365,21_motif_2
21,motif_3,0.4233266565885614,21_motif_3
22,motif_1,0.5777819325735992,22_motif_1
22,motif_2,0.32227768759018766,22_motif_2
22,motif_3,0.2927035002035002,22_motif_3
23,motif_1,0.6714163898117386,23_motif_1
23,motif_2,0.3078223003848003,23_motif_2
23,motif_3,0.41738883526383525,23_motif_3
24,motif_1,0.5756105626532455,24_motif_1
24,motif_2,0.3078223003848003,24_motif_2
24,motif_3,0.4288146164021164,24_motif_3
25,motif_1,0.6714163898117386,25_motif_1
25,motif_2,0.31993052355350754,25_motif_2
25,motif_3,0.4233266565885614,25_motif_3
26,motif_1,0.6173609415276081,26_motif_1
26,motif_2,0.31993052355350754,26_motif_2
26,motif_3,0.6324128517751705,26_motif_3
27,motif_1,0.6173609415276081,27_motif_1
27,motif_2,0.31993052355350754,27_motif_2
27,motif_3,0.6319046241181657,27_motif_3
28,motif_1,0.6230627289377288,28_motif_1
28,motif_2,0.31993052355350754,28_motif_2
28,motif_3,0.6328269013766643,28_motif_3
29,motif_1,0.6230627289377288,29_motif_1
29,motif_2,0.31993052355350754,29_motif_2
29,motif_3,0.6317936155202821,29_motif_3
30,motif_1,0.6231731403013182,30_motif_1
30,motif_2,0.31993052355350754,30_motif_2
30,motif_3,0.6345553895198246,30_motif_3
31,motif_1,0.6141741542115629,31_motif_1
31,motif_2,0.31993052355350754,31_motif_2
31,motif_3,0.6292100468975468,31_motif_3
32,motif_1,0.6141741542115629,32_motif_1
32,motif_2,0.32227768759018766,32_motif_2
32,motif_3,0.6294401755651755,32_motif_3
33,motif_1,0.6097035409035408,33_motif_1
33,motif_2,0.3078223003848003,33_motif_2
33,motif_3,0.41938955026455016,33_motif_3
34,motif_1,0.6173609415276081,34_motif_1
34,motif_2,0.30571318027210864,34_motif_2
34,motif_3,0.5126962392463347,34_motif_3
35,motif_1,0.6644336419753085,35_motif_1
35,motif_2,0.3083547052154195,35_motif_2
35,motif_3,0.522752123713807,35_motif_3
36,motif_1,0.594062780201139,36_motif_1
36,motif_2,0.3115392541486292,36_motif_2
36,motif_3,0.27868083258460613,36_motif_3
37,motif_1,0.6296174410940845,37_motif_1
37,motif_2,0.2991816866933689,37_motif_2
37,motif_3,0.28149627697520957,37_motif_3
38,motif_1,0.6657126696108551,38_motif_1
38,motif_2,0.2907098098929494,38_motif_2
38,motif_3,0.28036057878435927,38_motif_3
39,motif_1,0.6657126696108551,39_motif_1
39,motif_2,0.27870135073260066,39_motif_2
39,motif_3,0.2781296378968254,39_motif_3
40,motif_1,0.6657126696108551,40_motif_1
40,motif_2,0.2783036855317206,40_motif_2
40,motif_3,0.2781296378968254,40_motif_3
41,motif_1,0.581932878060785,41_motif_1
41,motif_2,0.28560715502970097,41_motif_2
41,motif_3,0.31032413221698923,41_motif_3
42,motif_1,0.581470734126984,42_motif_1
42,motif_2,0.2921775586353944,42_motif_2
42,motif_3,0.2804842866265281,42_motif_3
43,motif_1,0.5764168834200346,43_motif_1
43,motif_2,0.30247491454792336,43_motif_2
43,motif_3,0.28207474715549935,43_motif_3
44,motif_1,0.6155844356261024,44_motif_1
44,motif_2,0.28715178855687445,44_motif_2
44,motif_3,0.3098507295173961,44_motif_3
45,motif_1,0.5764168834200345,45_motif_1
45,motif_2,0.30186981371252203,45_motif_2
45,motif_3,0.30986463196389663,45_motif_3
46,motif_1,0.5798628392217101,46_motif_1
46,motif_2,0.30358698887163554,46_motif_2
46,motif_3,0.31039648809523807,46_motif_3
47,motif_1,0.6148160815173528,47_motif_1
47,motif_2,0.30363382428443075,47_motif_2
47,motif_3,0.31039648809523807,47_motif_3
48,motif_1,0.6175036295005807,48_motif_1
48,motif_2,0.287625128353228,48_motif_2
48,motif_3,0.28307748429232804,48_motif_3
49,motif_1,0.6098120241321461,49_motif_1
49,motif_2,0.302206096485568,49_motif_2
49,motif_3,0.3099353906611188,49_motif_3
50,motif_1,0.6093211919817609,50_motif_1
50,motif_2,0.30227111410601976,50_motif_2
50,motif_3,0.28207474715549935,50_motif_3
51,motif_1,0.6356522898776995,51_motif_1
51,motif_2,0.28339871910789627,51_motif_2
51,motif_3,0.28241191893424034,51_motif_3
52,motif_1,0.6170785238095238,52_motif_1
52,motif_2,0.28311920928865375,52_motif_2
52,motif_3,0.3073772893772893,52_motif_3
53,motif_1,0.6666349206349206,53_motif_1
53,motif_2,0.28266160059624523,53_motif_2
53,motif_3,0.28241191893424034,53_motif_3
54,motif_1,0.5759626157407406,54_motif_1
54,motif_2,0.27666312391312387,54_motif_2
54,motif_3,0.3079345238095237,54_motif_3
55,motif_1,0.5759626157407406,55_motif_1
55,motif_2,0.27844442826949617,55_motif_2
55,motif_3,0.2812234162101419,55_motif_3
56,motif_1,0.6144383753501402,56_motif_1
56,motif_2,0.278012718312497,56_motif_2
56,motif_3,0.31074536451748846,56_motif_3
57,motif_1,0.6207680867112683,57_motif_1
57,motif_2,0.29169154773679995,57_motif_2
57,motif_3,0.2819217819940476,57_motif_3
58,motif_1,0.6207680867112683,58_motif_1
58,motif_2,0.2770924912836039,58_motif_2
58,motif_3,0.2676708230706075,58_motif_3
59,motif_1,0.6202365664845171,59_motif_1
59,motif_2,0.2824758358254734,59_motif_2
59,motif_3,0.2821495931706015,59_motif_3
60,motif_1,0.6201320084485406,60_motif_1
60,motif_2,0.28636552840434415,60_motif_2
60,motif_3,0.6575231925357763,60_motif_3
61,motif_1,0.6201320084485406,61_motif_1
