Motif_ID,Match_Count,Rank
21_motif_3,1,15
50_motif_3,0,18
37_motif_2,0,22
79_motif_3,0,16
17_motif_3,0,25
22_motif_3,0,24
2_motif_1,1,13
1_motif_1,1,13
40_motif_2,0,21
48_motif_3,0,19
42_motif_1,0,20
58_motif_3,0,17
34_motif_3,0,23
16_motif_3,0,26
