Number,Layer,Average_Probability,Number_Layer
47,motif_1,0.28848217451874364,47_motif_1
47,motif_2,0.29673059091623444,47_motif_2
47,motif_3,0.6198264338624337,47_motif_3
48,motif_1,0.27657788731812166,48_motif_1
48,motif_2,0.6219679232804233,48_motif_2
48,motif_3,0.27007463288345634,48_motif_3
49,motif_1,0.2769811052397149,49_motif_1
49,motif_2,0.5974271845643018,49_motif_2
49,motif_3,0.28303920233873686,49_motif_3
50,motif_1,0.288609649122807,50_motif_1
50,motif_2,0.33360783298826785,50_motif_2
50,motif_3,0.33257243689825655,50_motif_3
51,motif_1,0.2771208518129474,51_motif_1
51,motif_2,0.579137330311928,51_motif_2
51,motif_3,0.6503735287765899,51_motif_3
52,motif_1,0.2776188663766789,52_motif_1
52,motif_2,0.5765837941941242,52_motif_2
52,motif_3,0.6505234788359788,52_motif_3
53,motif_1,0.27763268849206346,53_motif_1
53,motif_2,0.5778661696990116,53_motif_2
53,motif_3,0.6532098066949552,53_motif_3
54,motif_1,0.27819364987507345,54_motif_1
54,motif_2,0.5756439558299955,54_motif_2
54,motif_3,0.6529548302574616,54_motif_3
55,motif_1,0.2781389565295815,55_motif_1
55,motif_2,0.5982140918109667,55_motif_2
55,motif_3,0.2819591894977168,55_motif_3
56,motif_1,0.27838935495898576,56_motif_1
56,motif_2,0.5682791981818827,56_motif_2
56,motif_3,0.6493539382104051,56_motif_3
57,motif_1,0.2780960038986354,57_motif_1
57,motif_2,0.5680961974533403,57_motif_2
57,motif_3,0.64966047307812,57_motif_3
58,motif_1,0.2779509441707717,58_motif_1
58,motif_2,0.5676178973385331,58_motif_2
58,motif_3,0.30042156119742325,58_motif_3
59,motif_1,0.27805666532149587,59_motif_1
59,motif_2,0.5659312407519504,59_motif_2
59,motif_3,0.6494795478279031,59_motif_3
60,motif_1,0.278557027116402,60_motif_1
60,motif_2,0.5556256241732804,60_motif_2
60,motif_3,0.647487656084656,60_motif_3
61,motif_1,0.28312901704397603,61_motif_1
61,motif_2,0.5557680279078843,61_motif_2
61,motif_3,0.6480215140577507,61_motif_3
62,motif_1,0.28197778257808503,62_motif_1
62,motif_2,0.554945080485151,62_motif_2
62,motif_3,0.6482811575636378,62_motif_3
63,motif_1,0.28808155118334755,63_motif_1
63,motif_2,0.5513016587301587,63_motif_2
63,motif_3,0.2850966258999046,63_motif_3
64,motif_1,0.28830924866691465,64_motif_1
64,motif_2,0.5500607817460317,64_motif_2
64,motif_3,0.29737144403215826,64_motif_3
65,motif_1,0.2881716155372405,65_motif_1
65,motif_2,0.5508666804559662,65_motif_2
65,motif_3,0.29631690828213003,65_motif_3
66,motif_1,0.28846013708513707,66_motif_1
66,motif_2,0.5504756318384959,66_motif_2
66,motif_3,0.2979254635482511,66_motif_3
67,motif_1,0.2880284664522469,67_motif_1
67,motif_2,0.5498462091323363,67_motif_2
67,motif_3,0.30102810198153335,67_motif_3
68,motif_1,0.2878421050711952,68_motif_1
68,motif_2,0.5500844526804431,68_motif_2
68,motif_3,0.29153433344058344,68_motif_3
69,motif_1,0.2872699131585001,69_motif_1
69,motif_2,0.5650145587127795,69_motif_2
69,motif_3,0.2855683592037183,69_motif_3
70,motif_1,0.28648958687641723,70_motif_1
70,motif_2,0.5624723722822462,70_motif_2
70,motif_3,0.2982861784622105,70_motif_3
71,motif_1,0.29575072086447746,71_motif_1
71,motif_2,0.5623754090243692,71_motif_2
71,motif_3,0.3071592474214069,71_motif_3
72,motif_1,0.2960602104899931,72_motif_1
72,motif_2,0.5573146049171498,72_motif_2
72,motif_3,0.307781907530454,72_motif_3
73,motif_1,0.296255242056662,73_motif_1
73,motif_2,0.553226607547781,73_motif_2
73,motif_3,0.3130482244981326,73_motif_3
74,motif_1,0.2963493898130028,74_motif_1
74,motif_2,0.5525165935291391,74_motif_2
74,motif_3,0.3129814646464646,74_motif_3
75,motif_1,0.2962351968889948,75_motif_1
75,motif_2,0.5475490508918344,75_motif_2
75,motif_3,0.2946392754071326,75_motif_3
76,motif_1,0.2963206309981433,76_motif_1
76,motif_2,0.5482139643981749,76_motif_2
76,motif_3,0.2919016682330826,76_motif_3
77,motif_1,0.28074478200371056,77_motif_1
77,motif_2,0.5482479249667994,77_motif_2
77,motif_3,0.2988045376121463,77_motif_3
78,motif_1,0.2890575110193889,78_motif_1
78,motif_2,0.5522694231981796,78_motif_2
78,motif_3,0.30518866621883856,78_motif_3
79,motif_1,0.28012241310026115,79_motif_1
79,motif_2,0.5557931000273671,79_motif_2
79,motif_3,0.6810422561257511,79_motif_3
80,motif_1,0.28888054745707803,80_motif_1
80,motif_2,0.5537334210598459,80_motif_2
80,motif_3,0.3063194502290712,80_motif_3
81,motif_1,0.29626776207649463,81_motif_1
81,motif_2,0.54857777493824,81_motif_2
81,motif_3,0.30619081426797906,81_motif_3
82,motif_1,0.2963858128871467,82_motif_1
82,motif_2,0.5507445874183007,82_motif_2
82,motif_3,0.3062123292985723,82_motif_3
83,motif_1,0.2960350229835524,83_motif_1
83,motif_2,0.5539780086708467,83_motif_2
83,motif_3,0.30619564711359404,83_motif_3
84,motif_1,0.296644460388322,84_motif_1
84,motif_2,0.5548133993793595,84_motif_2
84,motif_3,0.3308896445020149,84_motif_3
85,motif_1,0.5490883234283708,85_motif_1
85,motif_2,0.2964960930205415,85_motif_2
85,motif_3,0.2964285656607604,85_motif_3
86,motif_1,0.5517921817202791,86_motif_1
86,motif_2,0.29671221507013656,86_motif_2
86,motif_3,0.2961060152321799,86_motif_3
87,motif_1,0.5564766826144376,87_motif_1
87,motif_2,0.296130946679438,87_motif_2
87,motif_3,0.30669500335345407,87_motif_3
88,motif_1,0.5569082161037137,88_motif_1
88,motif_2,0.2966473524305555,88_motif_2
88,motif_3,0.30463702676324034,88_motif_3
89,motif_1,0.5587696173558242,89_motif_1
89,motif_2,0.29062432840645613,89_motif_2
89,motif_3,0.2942462255084326,89_motif_3
90,motif_1,0.5598256652842578,90_motif_1
90,motif_2,0.2962822365520282,90_motif_2
90,motif_3,0.30463702676324034,90_motif_3
91,motif_1,0.5649241012726589,91_motif_1
91,motif_2,0.29634367913832194,91_motif_2
91,motif_3,0.30463702676324034,91_motif_3
92,motif_1,0.5648013888888889,92_motif_1
92,motif_2,0.29636731959541057,92_motif_2
92,motif_3,0.2855503979066649,92_motif_3
93,motif_1,0.5647041980556131,93_motif_1
93,motif_2,0.2963163586189192,93_motif_2
93,motif_3,0.28576345452595453,93_motif_3
94,motif_1,0.5633040801070192,94_motif_1
94,motif_2,0.29060076040611277,94_motif_2
94,motif_3,0.30102154104741685,94_motif_3
95,motif_1,0.5610049786628734,95_motif_1
95,motif_2,0.2962056599832915,95_motif_2
95,motif_3,0.2938731438812084,95_motif_3
96,motif_1,0.5581562097812097,96_motif_1
96,motif_2,0.2961763160342262,96_motif_2
96,motif_3,0.2869889510291296,96_motif_3
97,motif_1,0.5559893589039843,97_motif_1
97,motif_2,0.29612442981917847,97_motif_2
97,motif_3,0.32460084274259526,97_motif_3
98,motif_1,0.5578499185999186,98_motif_1
98,motif_2,0.29043180680680675,98_motif_2
98,motif_3,0.29335006545573555,98_motif_3
99,motif_1,0.557736339945295,99_motif_1
99,motif_2,0.2860569634840468,99_motif_2
99,motif_3,0.28608057349712934,99_motif_3
100,motif_1,0.5570711751046572,100_motif_1
100,motif_2,0.2888259286532482,100_motif_2
100,motif_3,0.30704998299319725,100_motif_3
101,motif_1,0.5571062065887168,101_motif_1
101,motif_2,0.28869497683131223,101_motif_2
101,motif_3,0.307525035864686,101_motif_3
