Motif_ID,Match_Count,Rank
68_motif_3,60,2
59_motif_3,60,2
66_motif_3,60,2
45_motif_1,60,2
39_motif_1,60,2
46_motif_3,60,2
30_motif_1,60,2
27_motif_1,60,2
19_motif_1,60,2
63_motif_3,60,2
64_motif_3,60,2
49_motif_2,60,2
13_motif_1,60,2
22_motif_1,60,2
61_motif_3,60,2
60_motif_3,60,2
10_motif_1,60,2
43_motif_1,60,2
31_motif_1,60,2
21_motif_1,60,2
11_motif_1,59,2
23_motif_1,60,2
29_motif_1,60,2
47_motif_2,60,2
51_motif_2,60,2
8_motif_1,60,2
28_motif_1,60,2
65_motif_3,57,2
40_motif_1,60,2
48_motif_2,60,2
35_motif_1,60,2
7_motif_1,61,2
41_motif_1,60,2
14_motif_1,60,2
44_motif_1,60,2
24_motif_1,60,2
9_motif_1,60,2
42_motif_1,60,2
67_motif_3,60,2
58_motif_3,60,2
62_motif_3,60,2
34_motif_1,60,2
32_motif_1,60,2
16_motif_1,60,2
53_motif_3,60,2
36_motif_1,60,2
20_motif_2,12,5
12_motif_2,12,5
15_motif_2,12,5
18_motif_2,12,5
17_motif_2,12,5
19_motif_2,14,5
13_motif_2,6,5
22_motif_2,6,5
10_motif_2,14,5
21_motif_2,12,5
11_motif_2,14,5
23_motif_2,11,5
8_motif_2,12,5
7_motif_2,14,5
14_motif_2,6,5
24_motif_2,11,5
9_motif_2,12,5
16_motif_2,12,5
20_motif_3,8,6
15_motif_3,10,6
18_motif_3,10,6
17_motif_3,10,6
19_motif_3,8,6
10_motif_3,8,6
8_motif_3,8,6
7_motif_3,8,6
14_motif_3,10,6
9_motif_3,8,6
16_motif_3,10,6
6_motif_2,0,17
6_motif_3,0,16
5_motif_1,0,19
5_motif_2,0,18
5_motif_3,1,8
4_motif_2,1,8
12_motif_3,1,13
11_motif_3,1,13
38_motif_3,1,10
40_motif_2,1,10
39_motif_2,2,7
89_motif_1,2,7
90_motif_1,2,7
13_motif_3,0,24
2_motif_1,1,12
1_motif_2,1,12
2_motif_2,1,11
1_motif_1,1,11
2_motif_3,0,22
4_motif_1,1,9
3_motif_1,1,9
4_motif_3,1,14
3_motif_3,0,14
1_motif_3,0,23
3_motif_2,0,21
92_motif_1,0,15
42_motif_2,0,20
