Motif_ID,Match_Count,Rank
96_motif_1,16,2
26_motif_3,4,2
93_motif_1,16,2
98_motif_1,17,2
76_motif_2,41,2
25_motif_3,7,2
38_motif_3,32,2
74_motif_2,25,2
69_motif_2,33,2
99_motif_1,17,2
86_motif_2,12,2
77_motif_2,40,2
37_motif_3,34,2
79_motif_2,24,2
71_motif_2,40,2
73_motif_2,25,2
33_motif_3,32,2
57_motif_3,33,2
83_motif_2,15,2
100_motif_1,17,2
68_motif_2,40,2
88_motif_2,12,2
66_motif_2,40,2
91_motif_1,12,2
45_motif_3,39,2
39_motif_2,18,2
46_motif_3,39,2
75_motif_2,41,2
30_motif_2,32,2
84_motif_2,12,2
70_motif_2,32,2
27_motif_3,27,2
97_motif_1,16,2
63_motif_2,40,2
64_motif_2,40,2
89_motif_2,12,2
85_motif_2,12,2
43_motif_3,41,2
31_motif_2,28,2
29_motif_2,31,2
47_motif_3,39,2
28_motif_2,30,2
65_motif_2,40,2
40_motif_3,40,2
87_motif_2,12,2
94_motif_1,16,2
35_motif_3,28,2
78_motif_2,24,2
72_motif_2,25,2
81_motif_2,6,2
41_motif_2,0,2
90_motif_2,12,2
82_motif_2,10,2
44_motif_3,41,2
24_motif_2,15,2
101_motif_1,17,2
80_motif_2,24,2
95_motif_1,16,2
42_motif_3,39,2
67_motif_2,39,2
34_motif_3,28,2
32_motif_3,32,2
53_motif_2,32,2
36_motif_3,30,2
96_motif_2,71,1
26_motif_1,19,1
93_motif_2,71,1
56_motif_1,77,1
98_motif_2,71,1
52_motif_1,72,1
55_motif_1,77,1
76_motif_1,72,1
25_motif_1,69,1
38_motif_1,72,1
54_motif_1,76,1
74_motif_1,71,1
69_motif_1,71,1
99_motif_2,72,1
86_motif_1,70,1
50_motif_1,72,1
77_motif_1,71,1
37_motif_1,68,1
79_motif_1,71,1
71_motif_1,71,1
73_motif_1,71,1
33_motif_1,73,1
57_motif_1,77,1
83_motif_1,70,1
100_motif_2,71,1
68_motif_1,71,1
88_motif_1,78,1
59_motif_1,71,1
66_motif_1,71,1
91_motif_2,71,1
45_motif_1,72,1
39_motif_1,72,1
46_motif_1,72,1
75_motif_1,72,1
30_motif_1,16,1
84_motif_1,71,1
70_motif_1,71,1
27_motif_1,17,1
97_motif_2,71,1
63_motif_1,71,1
64_motif_1,71,1
49_motif_1,72,1
89_motif_1,78,1
22_motif_1,11,1
61_motif_1,66,1
85_motif_1,71,1
60_motif_1,66,1
43_motif_1,72,1
31_motif_1,75,1
23_motif_1,75,1
47_motif_1,72,1
51_motif_1,74,1
28_motif_1,17,1
65_motif_1,71,1
40_motif_1,71,1
87_motif_1,71,1
48_motif_1,73,1
94_motif_2,71,1
35_motif_1,72,1
92_motif_2,71,1
78_motif_1,71,1
72_motif_1,71,1
81_motif_1,71,1
41_motif_1,72,1
90_motif_1,78,1
82_motif_1,71,1
44_motif_1,72,1
24_motif_1,61,1
101_motif_2,71,1
80_motif_1,71,1
95_motif_2,71,1
42_motif_1,72,1
67_motif_1,71,1
58_motif_1,71,1
62_motif_1,66,1
34_motif_1,72,1
32_motif_1,73,1
53_motif_1,77,1
36_motif_1,72,1
96_motif_3,13,7
93_motif_3,13,7
98_motif_3,13,7
99_motif_3,13,7
100_motif_3,8,7
88_motif_3,11,7
91_motif_3,11,7
97_motif_3,13,7
89_motif_3,11,7
94_motif_3,13,7
92_motif_3,11,7
90_motif_3,11,7
101_motif_3,8,7
95_motif_3,13,7
20_motif_1,22,3
26_motif_2,22,3
6_motif_2,23,3
5_motif_3,13,3
12_motif_2,23,3
25_motif_2,21,3
15_motif_2,23,3
18_motif_1,22,3
17_motif_2,22,3
30_motif_3,15,3
27_motif_2,21,3
19_motif_1,22,3
13_motif_2,23,3
10_motif_2,22,3
21_motif_2,22,3
11_motif_2,22,3
23_motif_3,22,3
4_motif_2,2,3
8_motif_2,23,3
28_motif_3,22,3
3_motif_3,2,3
7_motif_2,22,3
14_motif_2,23,3
24_motif_3,21,3
9_motif_2,22,3
16_motif_2,23,3
20_motif_2,17,5
6_motif_1,17,5
5_motif_1,16,5
12_motif_1,17,5
15_motif_1,17,5
18_motif_2,17,5
17_motif_1,17,5
19_motif_2,17,5
13_motif_1,17,5
22_motif_3,17,5
10_motif_1,17,5
21_motif_3,17,5
11_motif_1,17,5
8_motif_1,17,5
7_motif_1,17,5
14_motif_1,17,5
9_motif_1,17,5
16_motif_1,17,5
20_motif_3,5,10
15_motif_3,5,10
18_motif_3,5,10
17_motif_3,5,10
19_motif_3,5,10
16_motif_3,5,10
56_motif_2,9,6
52_motif_2,9,6
55_motif_2,9,6
38_motif_2,12,6
54_motif_2,9,6
37_motif_2,12,6
33_motif_2,11,6
57_motif_2,9,6
45_motif_2,12,6
39_motif_3,11,6
46_motif_2,9,6
70_motif_3,9,6
49_motif_2,9,6
43_motif_2,0,6
47_motif_2,10,6
51_motif_2,11,6
40_motif_2,12,6
48_motif_2,10,6
35_motif_2,12,6
41_motif_3,14,6
44_motif_2,12,6
42_motif_2,12,6
34_motif_2,11,6
32_motif_2,9,6
56_motif_3,12,9
52_motif_3,12,9
55_motif_3,12,9
54_motif_3,12,9
50_motif_3,12,9
59_motif_3,12,9
49_motif_3,12,9
61_motif_3,12,9
60_motif_3,12,9
51_motif_3,12,9
48_motif_3,12,9
58_motif_3,12,9
62_motif_3,12,9
6_motif_3,12,8
5_motif_2,12,8
12_motif_3,12,8
13_motif_3,12,8
10_motif_3,12,8
2_motif_1,12,8
11_motif_3,12,8
4_motif_1,12,8
8_motif_3,12,8
3_motif_1,12,8
7_motif_3,12,8
14_motif_3,12,8
9_motif_3,12,8
76_motif_3,4,11
50_motif_2,4,11
77_motif_3,4,11
75_motif_3,4,11
36_motif_2,4,11
74_motif_3,22,4
86_motif_3,20,4
79_motif_3,23,4
73_motif_3,22,4
83_motif_3,23,4
68_motif_3,22,4
59_motif_2,23,4
66_motif_3,23,4
84_motif_3,20,4
63_motif_3,23,4
64_motif_3,23,4
61_motif_2,18,4
85_motif_3,20,4
60_motif_2,16,4
65_motif_3,23,4
87_motif_3,22,4
78_motif_3,23,4
72_motif_3,22,4
81_motif_3,23,4
82_motif_3,22,4
80_motif_3,23,4
67_motif_3,23,4
58_motif_2,16,4
62_motif_2,18,4
69_motif_3,1,13
71_motif_3,1,13
22_motif_2,1,14
23_motif_2,1,14
2_motif_2,0,19
2_motif_3,0,18
31_motif_3,0,17
21_motif_1,0,22
29_motif_1,0,21
29_motif_3,0,20
4_motif_3,2,12
1_motif_3,0,12
3_motif_2,1,12
1_motif_1,0,24
1_motif_2,0,23
92_motif_1,0,15
53_motif_3,0,16
