Number,Layer,Average_Probability,Number_Layer
47,motif_1,0.4341468095238095,47_motif_1
47,motif_2,0.5730430060913253,47_motif_2
47,motif_3,0.3405147920578028,47_motif_3
48,motif_1,0.4422445656678686,48_motif_1
48,motif_2,0.5768095182980599,48_motif_2
48,motif_3,0.4762433686847404,48_motif_3
49,motif_1,0.4422937421345351,49_motif_1
49,motif_2,0.6596528014924429,49_motif_2
49,motif_3,0.4637295784666068,49_motif_3
50,motif_1,0.4350965558738116,50_motif_1
50,motif_2,0.5788998093176664,50_motif_2
50,motif_3,0.41886188230008986,50_motif_3
51,motif_1,0.4340045532545533,51_motif_1
51,motif_2,0.6602834746272245,51_motif_2
51,motif_3,0.47615346833177713,51_motif_3
52,motif_1,0.43300981570512825,52_motif_1
52,motif_2,0.6596360270254322,52_motif_2
52,motif_3,0.45251395839652214,52_motif_3
53,motif_1,0.43444506682389944,53_motif_1
53,motif_2,0.6599040858318636,53_motif_2
53,motif_3,0.4064080752041917,53_motif_3
54,motif_1,0.43609256044238687,54_motif_1
54,motif_2,0.6517077093499353,54_motif_2
54,motif_3,0.4307585978835979,54_motif_3
55,motif_1,0.435657543306516,55_motif_1
55,motif_2,0.5787812499999999,55_motif_2
55,motif_3,0.4273998209132138,55_motif_3
56,motif_1,0.4348692159155329,56_motif_1
56,motif_2,0.644979423234811,56_motif_2
56,motif_3,0.42878101768133414,56_motif_3
57,motif_1,0.4781593799058084,57_motif_1
57,motif_2,0.6595640331890329,57_motif_2
57,motif_3,0.4627181310577328,57_motif_3
58,motif_1,0.4364435721127532,58_motif_1
58,motif_2,0.6586015375347057,58_motif_2
58,motif_3,0.42491455068314254,58_motif_3
59,motif_1,0.4385534032822169,59_motif_1
59,motif_2,0.6583086030708577,59_motif_2
59,motif_3,0.4510322252488566,59_motif_3
60,motif_1,0.4396756699541742,60_motif_1
60,motif_2,0.6587947348365393,60_motif_2
60,motif_3,0.42333717399071097,60_motif_3
61,motif_1,0.4404543732110331,61_motif_1
61,motif_2,0.6584002267573694,61_motif_2
61,motif_3,0.4228373333842084,61_motif_3
62,motif_1,0.4411682539682541,62_motif_1
62,motif_2,0.6577237398822662,62_motif_2
62,motif_3,0.5015991063931869,62_motif_3
63,motif_1,0.4434661635487529,63_motif_1
63,motif_2,0.6493575069853159,63_motif_2
63,motif_3,0.31235531135531136,63_motif_3
64,motif_1,0.44174989536830367,64_motif_1
64,motif_2,0.6493575069853159,64_motif_2
64,motif_3,0.31235531135531136,64_motif_3
65,motif_1,0.44185969387755114,65_motif_1
65,motif_2,0.6438479017177645,65_motif_2
65,motif_3,0.38385250976481344,65_motif_3
66,motif_1,0.4429279452592191,66_motif_1
66,motif_2,0.6477303814382894,66_motif_2
66,motif_3,0.4612911360280547,66_motif_3
67,motif_1,0.45467568407960207,67_motif_1
67,motif_2,0.5876308211556226,67_motif_2
67,motif_3,0.501256982929666,67_motif_3
68,motif_1,0.4554080152894492,68_motif_1
68,motif_2,0.6516448696145123,68_motif_2
68,motif_3,0.4898389726450689,68_motif_3
69,motif_1,0.4548470982142858,69_motif_1
69,motif_2,0.6516448696145123,69_motif_2
69,motif_3,0.47304826228080593,69_motif_3
70,motif_1,0.4584044749149661,70_motif_1
70,motif_2,0.6519167090323671,70_motif_2
70,motif_3,0.47034047929067463,70_motif_3
71,motif_1,0.45920234252738656,71_motif_1
71,motif_2,0.6510068991924254,71_motif_2
71,motif_3,0.4680309467918623,71_motif_3
72,motif_1,0.44770338522052056,72_motif_1
72,motif_2,0.6509678710665552,72_motif_2
72,motif_3,0.48619343871616605,72_motif_3
73,motif_1,0.4619203835072843,73_motif_1
73,motif_2,0.6503052576385907,73_motif_2
73,motif_3,0.47078411192842085,73_motif_3
74,motif_1,0.4704267068273092,74_motif_1
74,motif_2,0.43971464702135993,74_motif_2
74,motif_3,0.6226570902809071,74_motif_3
75,motif_1,0.44707640962889234,75_motif_1
75,motif_2,0.6509749094332425,75_motif_2
75,motif_3,0.4864819482288829,75_motif_3
76,motif_1,0.4457803981372163,76_motif_1
76,motif_2,0.6493962355212355,76_motif_2
76,motif_3,0.48791127965523123,76_motif_3
77,motif_1,0.4492714317976514,77_motif_1
77,motif_2,0.6502547536375659,77_motif_2
77,motif_3,0.49403668359545655,77_motif_3
78,motif_1,0.4054216317613188,78_motif_1
78,motif_2,0.6550794674859189,78_motif_2
78,motif_3,0.4868785537427598,78_motif_3
79,motif_1,0.42928406574046113,79_motif_1
79,motif_2,0.47921940873015867,79_motif_2
79,motif_3,0.6750801133023354,79_motif_3
80,motif_1,0.4543209381490884,80_motif_1
80,motif_2,0.6550629109977323,80_motif_2
80,motif_3,0.5494457671957672,80_motif_3
81,motif_1,0.4477384945397816,81_motif_1
81,motif_2,0.6875954881495976,81_motif_2
81,motif_3,0.4623868168575447,81_motif_3
82,motif_1,0.4474318919977757,82_motif_1
82,motif_2,0.6877367308110458,82_motif_2
82,motif_3,0.46226397025687244,82_motif_3
83,motif_1,0.4514581788172497,83_motif_1
83,motif_2,0.6874858361369908,83_motif_2
83,motif_3,0.4569458827943784,83_motif_3
84,motif_1,0.4480436197431503,84_motif_1
84,motif_2,0.6877739874482399,84_motif_2
84,motif_3,0.4037807231882411,84_motif_3
85,motif_1,0.45016075741890965,85_motif_1
85,motif_2,0.642826268232518,85_motif_2
85,motif_3,0.49487221055088704,85_motif_3
86,motif_1,0.4510445319707616,86_motif_1
86,motif_2,0.6426099039400008,86_motif_2
86,motif_3,0.5318681325650503,86_motif_3
87,motif_1,0.4502871580794348,87_motif_1
87,motif_2,0.6433298081368468,87_motif_2
87,motif_3,0.5321336982302499,87_motif_3
88,motif_1,0.4046054234702011,88_motif_1
88,motif_2,0.6430016174236469,88_motif_2
88,motif_3,0.4586292301849232,88_motif_3
89,motif_1,0.4041617676565008,89_motif_1
89,motif_2,0.6430016174236469,89_motif_2
89,motif_3,0.45890027576002135,89_motif_3
90,motif_1,0.40299400622557785,90_motif_1
90,motif_2,0.6430016174236469,90_motif_2
90,motif_3,0.4594829417465555,90_motif_3
91,motif_1,0.4032550638845281,91_motif_1
91,motif_2,0.6416002727366732,91_motif_2
91,motif_3,0.4592414107336745,91_motif_3
92,motif_1,0.4852089212228101,92_motif_1
92,motif_2,0.6569291059870549,92_motif_2
92,motif_3,0.27267327753517717,92_motif_3
93,motif_1,0.48661837068160596,93_motif_1
93,motif_2,0.6562099940138261,93_motif_2
93,motif_3,0.27233436371687453,93_motif_3
94,motif_1,0.47071510742344075,94_motif_1
94,motif_2,0.6540649479928491,94_motif_2
94,motif_3,0.44597105572998436,94_motif_3
95,motif_1,0.526115302405115,95_motif_1
95,motif_2,0.37100988173047,95_motif_2
95,motif_3,0.3247646403989325,95_motif_3
96,motif_1,0.5215371634145519,96_motif_1
96,motif_2,0.32883282216841536,96_motif_2
96,motif_3,0.43846204014939305,96_motif_3
97,motif_1,0.5088136977544873,97_motif_1
97,motif_2,0.2693896217646218,97_motif_2
97,motif_3,0.4344882394134124,97_motif_3
98,motif_1,0.5080825493950494,98_motif_1
98,motif_2,0.26918649903907754,98_motif_2
98,motif_3,0.4440168517092371,98_motif_3
99,motif_1,0.5060418366355867,99_motif_1
99,motif_2,0.26926383550430644,99_motif_2
99,motif_3,0.44235840136054416,99_motif_3
100,motif_1,0.47260419073289694,100_motif_1
100,motif_2,0.6805573534699746,100_motif_2
100,motif_3,0.6134247049247047,100_motif_3
101,motif_1,0.47390627168444793,101_motif_1
101,motif_2,0.6795484702819087,101_motif_2
101,motif_3,0.6145756832810972,101_motif_3
