Motif_ID,Match_Count,Rank
101_motif_1,31,2
42_motif_1,30,2
32_motif_1,30,2
20_motif_2,68,1
26_motif_2,52,1
93_motif_2,60,1
56_motif_2,45,1
52_motif_2,47,1
55_motif_2,57,1
76_motif_2,53,1
25_motif_3,7,1
15_motif_2,8,1
38_motif_2,35,1
54_motif_2,53,1
18_motif_2,66,1
69_motif_2,55,1
86_motif_2,72,1
50_motif_2,58,1
77_motif_2,53,1
37_motif_2,33,1
79_motif_3,38,1
71_motif_2,54,1
73_motif_2,53,1
33_motif_2,62,1
57_motif_2,50,1
83_motif_2,12,1
100_motif_2,18,1
68_motif_2,55,1
88_motif_2,71,1
59_motif_2,48,1
66_motif_2,53,1
91_motif_2,72,1
45_motif_2,48,1
39_motif_2,32,1
46_motif_2,58,1
75_motif_2,53,1
30_motif_2,21,1
84_motif_2,12,1
70_motif_2,54,1
27_motif_2,52,1
19_motif_2,63,1
63_motif_2,49,1
64_motif_2,49,1
49_motif_2,48,1
89_motif_2,71,1
22_motif_2,12,1
61_motif_2,50,1
85_motif_2,69,1
60_motif_2,50,1
43_motif_2,54,1
31_motif_2,53,1
21_motif_2,21,1
23_motif_2,21,1
29_motif_2,21,1
47_motif_2,57,1
51_motif_2,48,1
28_motif_2,52,1
65_motif_2,53,1
40_motif_2,28,1
87_motif_2,72,1
48_motif_2,56,1
94_motif_2,11,1
35_motif_2,46,1
92_motif_2,60,1
78_motif_2,53,1
72_motif_2,54,1
81_motif_2,12,1
41_motif_3,35,1
90_motif_2,71,1
82_motif_2,12,1
44_motif_2,54,1
24_motif_2,52,1
101_motif_2,18,1
80_motif_2,58,1
42_motif_2,47,1
67_motif_2,63,1
58_motif_2,50,1
62_motif_2,48,1
34_motif_2,49,1
32_motif_2,46,1
16_motif_3,49,1
53_motif_2,49,1
36_motif_2,37,1
20_motif_3,1,19
19_motif_3,1,19
26_motif_3,0,36
93_motif_3,4,10
98_motif_2,4,10
99_motif_2,4,10
97_motif_2,4,10
92_motif_3,4,10
56_motif_1,29,3
52_motif_1,29,3
55_motif_1,29,3
38_motif_1,30,3
54_motif_1,29,3
69_motif_1,30,3
50_motif_1,29,3
37_motif_1,30,3
71_motif_1,30,3
73_motif_1,30,3
33_motif_1,29,3
57_motif_1,29,3
68_motif_1,30,3
59_motif_1,29,3
39_motif_1,30,3
70_motif_1,30,3
49_motif_1,30,3
61_motif_1,29,3
60_motif_1,29,3
51_motif_1,29,3
40_motif_1,30,3
48_motif_1,30,3
35_motif_1,29,3
41_motif_1,30,3
67_motif_1,30,3
58_motif_1,29,3
62_motif_1,29,3
34_motif_1,29,3
16_motif_1,14,3
53_motif_1,29,3
36_motif_1,30,3
56_motif_3,7,7
55_motif_3,7,7
15_motif_3,3,7
54_motif_3,7,7
50_motif_3,10,7
46_motif_3,4,7
61_motif_3,7,7
60_motif_3,7,7
43_motif_3,4,7
47_motif_3,4,7
58_motif_3,7,7
53_motif_3,10,7
6_motif_1,3,12
5_motif_1,4,12
4_motif_1,4,12
7_motif_1,4,12
9_motif_1,3,12
6_motif_2,6,8
12_motif_2,7,8
13_motif_2,6,8
10_motif_3,6,8
11_motif_2,6,8
8_motif_2,6,8
7_motif_2,7,8
9_motif_2,6,8
6_motif_3,0,27
5_motif_2,1,17
9_motif_3,1,17
5_motif_3,0,30
52_motif_3,12,5
38_motif_3,12,5
69_motif_3,12,5
71_motif_3,12,5
73_motif_3,13,5
59_motif_3,11,5
45_motif_3,12,5
70_motif_3,13,5
49_motif_3,12,5
28_motif_3,10,5
48_motif_3,13,5
35_motif_3,12,5
44_motif_3,13,5
80_motif_3,0,5
12_motif_3,0,43
76_motif_3,4,11
77_motif_3,4,11
66_motif_3,4,11
75_motif_3,4,11
72_motif_3,4,11
18_motif_3,2,9
27_motif_3,3,9
22_motif_3,2,9
21_motif_3,4,9
23_motif_3,2,9
24_motif_3,3,9
42_motif_3,5,9
74_motif_3,0,26
86_motif_3,1,15
87_motif_3,1,15
17_motif_3,0,39
100_motif_3,1,20
101_motif_3,1,20
63_motif_3,1,16
64_motif_3,1,16
13_motif_3,0,42
85_motif_3,0,25
10_motif_1,0,47
10_motif_2,0,46
2_motif_1,2,13
1_motif_1,1,13
3_motif_1,2,13
2_motif_2,1,18
3_motif_2,1,18
2_motif_3,0,35
11_motif_1,0,45
11_motif_3,0,44
4_motif_2,0,32
4_motif_3,0,31
8_motif_1,0,24
8_motif_3,1,14
7_motif_3,1,14
1_motif_2,0,38
1_motif_3,0,37
65_motif_3,0,28
3_motif_3,0,34
40_motif_3,0,33
94_motif_3,0,23
14_motif_2,0,41
14_motif_3,0,40
95_motif_3,0,22
62_motif_3,0,29
