Motif_ID,Match_Count,Rank
70_motif_2,40,2
63_motif_2,40,2
64_motif_2,40,2
49_motif_2,40,2
61_motif_2,40,2
60_motif_2,40,2
51_motif_2,40,2
65_motif_2,40,2
48_motif_2,40,2
78_motif_2,40,2
72_motif_2,40,2
81_motif_2,40,2
82_motif_2,37,2
101_motif_2,38,2
80_motif_2,40,2
95_motif_2,39,2
67_motif_2,40,2
58_motif_2,40,2
62_motif_2,40,2
53_motif_2,40,2
96_motif_3,5,12
98_motif_3,5,12
99_motif_3,5,12
100_motif_3,5,12
101_motif_3,5,12
95_motif_3,5,12
20_motif_2,10,8
26_motif_3,10,8
25_motif_3,3,8
15_motif_2,10,8
18_motif_3,10,8
17_motif_3,10,8
19_motif_2,10,8
13_motif_3,10,8
22_motif_2,10,8
21_motif_2,10,8
14_motif_2,12,8
24_motif_3,3,8
16_motif_3,12,8
20_motif_3,10,9
26_motif_2,6,9
6_motif_3,7,9
12_motif_3,10,9
18_motif_2,6,9
19_motif_3,10,9
13_motif_2,6,9
21_motif_3,10,9
4_motif_3,7,9
3_motif_2,7,9
14_motif_3,7,9
93_motif_2,12,4
86_motif_2,12,4
83_motif_3,12,4
88_motif_3,12,4
91_motif_2,12,4
84_motif_2,12,4
89_motif_2,12,4
85_motif_2,12,4
87_motif_2,12,4
94_motif_2,12,4
92_motif_2,12,4
90_motif_2,12,4
82_motif_3,12,4
93_motif_3,2,10
86_motif_3,8,10
88_motif_2,7,10
91_motif_3,11,10
45_motif_3,0,10
84_motif_3,7,10
89_motif_3,7,10
85_motif_3,7,10
87_motif_3,7,10
94_motif_3,4,10
92_motif_3,2,10
90_motif_3,11,10
56_motif_3,12,3
52_motif_3,11,3
55_motif_3,12,3
54_motif_3,12,3
77_motif_3,5,3
79_motif_3,5,3
59_motif_3,12,3
63_motif_3,12,3
64_motif_3,12,3
61_motif_3,12,3
60_motif_3,12,3
51_motif_3,12,3
48_motif_3,11,3
78_motif_3,4,3
81_motif_3,5,3
80_motif_3,5,3
58_motif_3,12,3
53_motif_3,12,3
6_motif_2,7,11
5_motif_2,8,11
12_motif_2,7,11
10_motif_2,7,11
2_motif_3,7,11
11_motif_2,7,11
4_motif_2,8,11
8_motif_2,2,11
3_motif_3,8,11
7_motif_2,3,11
5_motif_3,3,14
30_motif_2,2,14
2_motif_1,2,14
29_motif_2,3,14
1_motif_1,2,14
28_motif_2,3,14
7_motif_3,2,14
76_motif_3,11,7
74_motif_3,11,7
69_motif_3,11,7
71_motif_3,11,7
73_motif_3,11,7
68_motif_3,11,7
66_motif_3,11,7
75_motif_3,11,7
70_motif_3,11,7
65_motif_3,11,7
67_motif_3,11,7
62_motif_3,11,7
25_motif_2,2,17
23_motif_3,2,17
24_motif_2,2,17
15_motif_3,1,20
11_motif_3,1,20
38_motif_2,8,6
37_motif_2,8,6
33_motif_3,5,6
45_motif_2,11,6
39_motif_2,8,6
46_motif_3,5,6
43_motif_2,10,6
47_motif_2,6,6
40_motif_2,13,6
35_motif_2,6,6
41_motif_2,9,6
44_motif_2,10,6
9_motif_2,8,6
42_motif_2,10,6
34_motif_2,7,6
32_motif_3,4,6
36_motif_2,8,6
38_motif_3,5,13
43_motif_3,5,13
40_motif_3,5,13
41_motif_3,5,13
44_motif_3,5,13
42_motif_3,5,13
50_motif_3,2,16
49_motif_3,2,16
8_motif_3,2,16
37_motif_3,11,5
33_motif_2,12,5
17_motif_2,12,5
27_motif_2,12,5
22_motif_3,12,5
10_motif_3,12,5
31_motif_2,12,5
23_motif_2,5,5
35_motif_3,11,5
34_motif_3,11,5
32_motif_2,12,5
16_motif_2,12,5
36_motif_3,11,5
57_motif_2,3,15
39_motif_3,3,15
46_motif_2,3,15
47_motif_3,3,15
57_motif_3,0,25
30_motif_3,1,18
31_motif_3,1,18
27_motif_3,0,29
97_motif_2,0,23
97_motif_3,0,22
2_motif_2,1,19
1_motif_2,1,19
29_motif_3,0,27
1_motif_3,0,30
28_motif_3,0,28
3_motif_1,0,26
72_motif_3,0,24
9_motif_3,0,21
