Number,Layer,Average_Probability,Number_Layer
41,motif_3,0.3826876346371882,41_motif_3
42,motif_1,0.3856897203325775,42_motif_1
42,motif_2,0.6379892290249433,42_motif_2
42,motif_3,0.3811007566706492,42_motif_3
43,motif_1,0.38228749173280424,43_motif_1
43,motif_2,0.6381844806763285,43_motif_2
43,motif_3,0.38427044450258735,43_motif_3
44,motif_1,0.3821035770975057,44_motif_1
44,motif_2,0.6432725586611456,44_motif_2
44,motif_3,0.38383047847436336,44_motif_3
45,motif_1,0.37605649801587304,45_motif_1
45,motif_2,0.6472605460662527,45_motif_2
45,motif_3,0.5643291446208113,45_motif_3
46,motif_1,0.37523288151311257,46_motif_1
46,motif_2,0.5211695369086146,46_motif_2
46,motif_3,0.6764137002986009,46_motif_3
47,motif_1,0.37560443139519956,47_motif_1
47,motif_2,0.668771705146705,47_motif_2
47,motif_3,0.5468674170988527,47_motif_3
48,motif_1,0.35082639156291445,48_motif_1
48,motif_2,0.5433700614065576,48_motif_2
48,motif_3,0.27743538647342997,48_motif_3
49,motif_1,0.34709941037254655,49_motif_1
49,motif_2,0.5378262051734275,49_motif_2
49,motif_3,0.33628569424402754,49_motif_3
50,motif_1,0.34630774060679126,50_motif_1
50,motif_2,0.5462472048430076,50_motif_2
50,motif_3,0.33854216751425475,50_motif_3
51,motif_1,0.3618243186025444,51_motif_1
51,motif_2,0.5436076488761051,51_motif_2
51,motif_3,0.2805369212962963,51_motif_3
52,motif_1,0.3570779560616517,52_motif_1
52,motif_2,0.5456625407337327,52_motif_2
52,motif_3,0.2768671945193171,52_motif_3
53,motif_1,0.3633956415501762,53_motif_1
53,motif_2,0.5415526779144327,53_motif_2
53,motif_3,0.2748036541005291,53_motif_3
54,motif_1,0.34459410630449355,54_motif_1
54,motif_2,0.5415526779144327,54_motif_2
54,motif_3,0.2748036541005291,54_motif_3
55,motif_1,0.35926733619627454,55_motif_1
55,motif_2,0.5415526779144327,55_motif_2
55,motif_3,0.2748036541005291,55_motif_3
56,motif_1,0.3598124467673249,56_motif_1
56,motif_2,0.5431043518518517,56_motif_2
56,motif_3,0.2748036541005291,56_motif_3
57,motif_1,0.35961853841831715,57_motif_1
57,motif_2,0.5423956233344919,57_motif_2
57,motif_3,0.633339785591239,57_motif_3
58,motif_1,0.3582685770852617,58_motif_1
58,motif_2,0.5400693769571321,58_motif_2
58,motif_3,0.27481403318903314,58_motif_3
59,motif_1,0.35847541279930045,59_motif_1
59,motif_2,0.5425654268953958,59_motif_2
59,motif_3,0.278500248015873,59_motif_3
60,motif_1,0.35722021734077164,60_motif_1
60,motif_2,0.546276540760337,60_motif_2
60,motif_3,0.2792141111111112,60_motif_3
61,motif_1,0.35693048969241914,61_motif_1
61,motif_2,0.5483706871970344,61_motif_2
61,motif_3,0.2794442082388512,61_motif_3
62,motif_1,0.35757569344236007,62_motif_1
62,motif_2,0.5466074971655329,62_motif_2
62,motif_3,0.3784626984126984,62_motif_3
63,motif_1,0.35717513963836023,63_motif_1
63,motif_2,0.5466074971655329,63_motif_2
63,motif_3,0.2792740142353238,63_motif_3
64,motif_1,0.35556945219494046,64_motif_1
64,motif_2,0.5466074971655329,64_motif_2
64,motif_3,0.28003213982794134,64_motif_3
65,motif_1,0.3546882631257631,65_motif_1
65,motif_2,0.5466074971655329,65_motif_2
65,motif_3,0.38946417313970505,65_motif_3
66,motif_1,0.35573494021264424,66_motif_1
66,motif_2,0.5466074971655329,66_motif_2
66,motif_3,0.3791979684908789,66_motif_3
67,motif_1,0.3552808502132196,67_motif_1
67,motif_2,0.5466074971655329,67_motif_2
67,motif_3,0.37959363894811654,67_motif_3
68,motif_1,0.3563137849235635,68_motif_1
68,motif_2,0.5466074971655329,68_motif_2
68,motif_3,0.38946417313970505,68_motif_3
69,motif_1,0.3542892792325642,69_motif_1
69,motif_2,0.5452757936507936,69_motif_2
69,motif_3,0.377086338279273,69_motif_3
70,motif_1,0.3401112472064638,70_motif_1
70,motif_2,0.5488766805447132,70_motif_2
70,motif_3,0.37643043231785467,70_motif_3
71,motif_1,0.35035953917952156,71_motif_1
71,motif_2,0.5494284963534963,71_motif_2
71,motif_3,0.37545854591836736,71_motif_3
72,motif_1,0.34180628491233894,72_motif_1
72,motif_2,0.5499351285968932,72_motif_2
72,motif_3,0.3924178356928357,72_motif_3
73,motif_1,0.32075821547130867,73_motif_1
73,motif_2,0.5502638146167557,73_motif_2
73,motif_3,0.3691927328623757,73_motif_3
74,motif_1,0.34095775686400687,74_motif_1
74,motif_2,0.5503093655015197,74_motif_2
74,motif_3,0.3701200050756736,74_motif_3
75,motif_1,0.3210154063657984,75_motif_1
75,motif_2,0.5502638146167557,75_motif_2
75,motif_3,0.3701200050756736,75_motif_3
76,motif_1,0.3216901981380788,76_motif_1
76,motif_2,0.5502638146167557,76_motif_2
76,motif_3,0.3701200050756736,76_motif_3
77,motif_1,0.347839140297813,77_motif_1
77,motif_2,0.5498949235134467,77_motif_2
77,motif_3,0.2699684094408908,77_motif_3
78,motif_1,0.3433830944142363,78_motif_1
78,motif_2,0.5470064576555259,78_motif_2
78,motif_3,0.2695284811063729,78_motif_3
79,motif_1,0.3442332717027646,79_motif_1
79,motif_2,0.5489976094855612,79_motif_2
79,motif_3,0.2696910758706468,79_motif_3
80,motif_1,0.34415788604819214,80_motif_1
80,motif_2,0.5479604858104857,80_motif_2
80,motif_3,0.2693844902544351,80_motif_3
81,motif_1,0.34354861880152576,81_motif_1
81,motif_2,0.5483788100107118,81_motif_2
81,motif_3,0.2695424398926237,81_motif_3
82,motif_1,0.34354861880152576,82_motif_1
82,motif_2,0.5787113146113145,82_motif_2
82,motif_3,0.31042414897685977,82_motif_3
83,motif_1,0.3438824876804596,83_motif_1
83,motif_2,0.6135690955869527,83_motif_2
83,motif_3,0.31035366465863456,83_motif_3
84,motif_1,0.33900975903181785,84_motif_1
84,motif_2,0.31139415266106446,84_motif_2
84,motif_3,0.6026194165270797,84_motif_3
85,motif_1,0.3383292359350052,85_motif_1
85,motif_2,0.3105148923554096,85_motif_2
85,motif_3,0.6044754574243488,85_motif_3
86,motif_1,0.3464977179560513,86_motif_1
86,motif_2,0.3105148923554096,86_motif_2
86,motif_3,0.6020931442928928,86_motif_3
87,motif_1,0.3458005676404285,87_motif_1
87,motif_2,0.31096961092866265,87_motif_2
87,motif_3,0.5983509282065315,87_motif_3
88,motif_1,0.3463330078794108,88_motif_1
88,motif_2,0.6001176923410528,88_motif_2
88,motif_3,0.31403148674242426,88_motif_3
89,motif_1,0.3459886952202353,89_motif_1
89,motif_2,0.3121523987872302,89_motif_2
89,motif_3,0.6001647148895788,89_motif_3
90,motif_1,0.3469534944076083,90_motif_1
90,motif_2,0.3111517195767196,90_motif_2
90,motif_3,0.5979444989534274,90_motif_3
91,motif_1,0.33832109218208356,91_motif_1
91,motif_2,0.31370808259201116,91_motif_2
91,motif_3,0.5979305447722566,91_motif_3
92,motif_1,0.34864059265010355,92_motif_1
92,motif_2,0.3141557431849552,92_motif_2
92,motif_3,0.5692294089678881,92_motif_3
93,motif_1,0.3489109649684246,93_motif_1
93,motif_2,0.3135685377197474,93_motif_2
93,motif_3,0.5692294089678881,93_motif_3
94,motif_1,0.3391397532610404,94_motif_1
94,motif_2,0.312993825987842,94_motif_2
94,motif_3,0.5690585179032851,94_motif_3
95,motif_1,0.3504498746867168,95_motif_1
95,motif_2,0.5259694527116402,95_motif_2
95,motif_3,0.28029718045112784,95_motif_3
96,motif_1,0.3389443031169637,96_motif_1
96,motif_2,0.5456526850615635,96_motif_2
96,motif_3,0.28028754340277784,96_motif_3
97,motif_1,0.33936804403481824,97_motif_1
97,motif_2,0.40592019071310115,97_motif_2
97,motif_3,0.3782742096838737,97_motif_3
98,motif_1,0.34940690800129576,98_motif_1
98,motif_2,0.5244784378036929,98_motif_2
98,motif_3,0.28110809005344184,98_motif_3
99,motif_1,0.3391863622664256,99_motif_1
99,motif_2,0.5357126206428968,99_motif_2
99,motif_3,0.2817185746352413,99_motif_3
100,motif_1,0.34579835437106166,100_motif_1
100,motif_2,0.5248730158730158,100_motif_2
100,motif_3,0.28194039913700114,100_motif_3
101,motif_1,0.3455832274804049,101_motif_1
101,motif_2,0.5359069228351405,101_motif_2
101,motif_3,0.2949571742888575,101_motif_3
