Number,Layer,Average_Probability,Number_Layer
61,motif_1,0.29380246375876456,61_motif_1
61,motif_2,0.6308281024531024,61_motif_2
61,motif_3,0.27786519062453635,61_motif_3
62,motif_1,0.29380246375876456,62_motif_1
62,motif_2,0.6308281024531024,62_motif_2
62,motif_3,0.27786519062453635,62_motif_3
63,motif_1,0.29380246375876456,63_motif_1
63,motif_2,0.6308281024531024,63_motif_2
63,motif_3,0.27786519062453635,63_motif_3
64,motif_1,0.29380246375876456,64_motif_1
64,motif_2,0.6308281024531024,64_motif_2
64,motif_3,0.27786519062453635,64_motif_3
65,motif_1,0.29350715987914383,65_motif_1
65,motif_2,0.6308281024531024,65_motif_2
65,motif_3,0.27867626279483754,65_motif_3
66,motif_1,0.29452810245310246,66_motif_1
66,motif_2,0.6308519175364209,66_motif_2
66,motif_3,0.27707847082494963,66_motif_3
67,motif_1,0.27868299210709924,67_motif_1
67,motif_2,0.6319618652157311,67_motif_2
67,motif_3,0.26787189395828137,67_motif_3
68,motif_1,0.30581622906079425,68_motif_1
68,motif_2,0.631141031492469,68_motif_2
68,motif_3,0.31573889926340903,68_motif_3
69,motif_1,0.2785724488331077,69_motif_1
69,motif_2,0.6324118649549684,69_motif_2
69,motif_3,0.2781486127508854,69_motif_3
70,motif_1,0.2786767122466115,70_motif_1
70,motif_2,0.6332632355056825,70_motif_2
70,motif_3,0.2790943440617353,70_motif_3
71,motif_1,0.2786767122466115,71_motif_1
71,motif_2,0.6332632355056825,71_motif_2
71,motif_3,0.2790943440617353,71_motif_3
72,motif_1,0.2783125853125853,72_motif_1
72,motif_2,0.6325205498866213,72_motif_2
72,motif_3,0.2782259999999999,72_motif_3
73,motif_1,0.2783125853125853,73_motif_1
73,motif_2,0.6325205498866213,73_motif_2
73,motif_3,0.2782259999999999,73_motif_3
74,motif_1,0.3069002872850529,74_motif_1
74,motif_2,0.6176749134199133,74_motif_2
74,motif_3,0.268405017287443,74_motif_3
75,motif_1,0.30776424430641824,75_motif_1
75,motif_2,0.629394517450897,75_motif_2
75,motif_3,0.27073465546654796,75_motif_3
76,motif_1,0.2886031571679638,76_motif_1
76,motif_2,0.6259291988875321,76_motif_2
76,motif_3,0.567730312229954,76_motif_3
77,motif_1,0.32821272724776185,77_motif_1
77,motif_2,0.623921163642152,77_motif_2
77,motif_3,0.28990232551353873,77_motif_3
78,motif_1,0.32760922082797084,78_motif_1
78,motif_2,0.6244471238637904,78_motif_2
78,motif_3,0.278219767154592,78_motif_3
79,motif_1,0.32125281860638366,79_motif_1
79,motif_2,0.6142783269557822,79_motif_2
79,motif_3,0.2782785420912852,79_motif_3
80,motif_1,0.32185607006515693,80_motif_1
80,motif_2,0.6393539576719576,80_motif_2
80,motif_3,0.3081223214285713,80_motif_3
81,motif_1,0.32185607006515693,81_motif_1
81,motif_2,0.6393539576719576,81_motif_2
81,motif_3,0.2781775001508841,81_motif_3
82,motif_1,0.3572773864132809,82_motif_1
82,motif_2,0.6001040191290189,82_motif_2
82,motif_3,0.30869954864897603,82_motif_3
83,motif_1,0.3429132629479967,83_motif_1
83,motif_2,0.6391331400081398,83_motif_2
83,motif_3,0.30889612023671253,83_motif_3
84,motif_1,0.34302146825396823,84_motif_1
84,motif_2,0.6391331400081398,84_motif_2
84,motif_3,0.30889612023671253,84_motif_3
85,motif_1,0.34704875461715085,85_motif_1
85,motif_2,0.609661163324979,85_motif_2
85,motif_3,0.3089091797990179,85_motif_3
86,motif_1,0.35739042564317086,86_motif_1
86,motif_2,0.62110395476961,86_motif_2
86,motif_3,0.3068333247066942,86_motif_3
87,motif_1,0.3572008393285372,87_motif_1
87,motif_2,0.614657490079365,87_motif_2
87,motif_3,0.30858287878787877,87_motif_3
88,motif_1,0.35699963924963923,88_motif_1
88,motif_2,0.6054764876159803,88_motif_2
88,motif_3,0.28041892512632055,88_motif_3
89,motif_1,0.3571070508962012,89_motif_1
89,motif_2,0.6048817939893176,89_motif_2
89,motif_3,0.30657575609118815,89_motif_3
90,motif_1,0.3576067763447971,90_motif_1
90,motif_2,0.6030246151438146,90_motif_2
90,motif_3,0.30660414266513053,90_motif_3
91,motif_1,0.3578358271193092,91_motif_1
91,motif_2,0.5932841166252311,91_motif_2
91,motif_3,0.3105374164578112,91_motif_3
92,motif_1,0.35021152890919927,92_motif_1
92,motif_2,0.6370043395043394,92_motif_2
92,motif_3,0.31052360284391534,92_motif_3
93,motif_1,0.3486645811409278,93_motif_1
93,motif_2,0.5919350218333651,93_motif_2
93,motif_3,0.3103483983799705,93_motif_3
94,motif_1,0.34995661624901186,94_motif_1
94,motif_2,0.5910362443959772,94_motif_2
94,motif_3,0.30764593437683707,94_motif_3
95,motif_1,0.3498482930209121,95_motif_1
95,motif_2,0.5941575205051041,95_motif_2
95,motif_3,0.3102089045214045,95_motif_3
96,motif_1,0.3498482930209121,96_motif_1
96,motif_2,0.5941575205051041,96_motif_2
96,motif_3,0.3102089045214045,96_motif_3
97,motif_1,0.3496269456749108,97_motif_1
97,motif_2,0.6367465430402929,97_motif_2
97,motif_3,0.2819651519408156,97_motif_3
98,motif_1,0.3492684298282957,98_motif_1
98,motif_2,0.5824114793826509,98_motif_2
98,motif_3,0.31008039643250035,98_motif_3
99,motif_1,0.3492684298282957,99_motif_1
99,motif_2,0.5824114793826509,99_motif_2
99,motif_3,0.31008039643250035,99_motif_3
100,motif_1,0.349443193797987,100_motif_1
100,motif_2,0.6379207449316361,100_motif_2
100,motif_3,0.30991812558356674,100_motif_3
101,motif_1,0.3301016839771623,101_motif_1
101,motif_2,0.5760756890863272,101_motif_2
101,motif_3,0.30991812558356674,101_motif_3
