Motif_ID,Match_Count,Rank
19_motif_2,70,2
63_motif_3,69,2
64_motif_3,69,2
49_motif_2,69,2
13_motif_1,70,2
22_motif_2,70,2
61_motif_2,69,2
60_motif_2,69,2
10_motif_1,70,2
43_motif_2,69,2
2_motif_1,69,2
31_motif_2,70,2
21_motif_2,70,2
11_motif_1,70,2
23_motif_2,70,2
29_motif_2,69,2
47_motif_2,69,2
4_motif_1,70,2
8_motif_1,70,2
1_motif_1,2,2
28_motif_2,69,2
3_motif_1,70,2
40_motif_2,70,2
48_motif_2,69,2
35_motif_2,70,2
7_motif_1,70,2
72_motif_2,69,2
81_motif_2,69,2
41_motif_2,70,2
14_motif_1,70,2
44_motif_2,69,2
24_motif_2,70,2
9_motif_1,70,2
42_motif_2,69,2
67_motif_3,69,2
58_motif_2,69,2
62_motif_2,69,2
34_motif_2,70,2
32_motif_2,70,2
16_motif_2,70,2
36_motif_2,70,2
20_motif_3,3,11
18_motif_3,3,11
23_motif_3,3,11
24_motif_3,3,11
26_motif_3,36,3
56_motif_3,36,3
25_motif_3,36,3
38_motif_3,36,3
54_motif_3,36,3
74_motif_3,36,3
99_motif_2,36,3
86_motif_3,36,3
50_motif_3,36,3
37_motif_3,36,3
33_motif_3,36,3
83_motif_3,36,3
100_motif_2,36,3
88_motif_3,36,3
45_motif_3,36,3
39_motif_3,36,3
46_motif_3,36,3
75_motif_3,36,3
30_motif_3,36,3
84_motif_3,36,3
27_motif_3,36,3
49_motif_3,36,3
85_motif_3,36,3
43_motif_3,36,3
31_motif_3,36,3
29_motif_3,36,3
47_motif_3,36,3
28_motif_3,36,3
40_motif_3,36,3
87_motif_3,36,3
48_motif_3,36,3
41_motif_3,36,3
44_motif_3,36,3
101_motif_2,36,3
42_motif_3,36,3
34_motif_3,36,3
36_motif_3,36,3
93_motif_2,10,6
12_motif_3,10,6
15_motif_3,9,6
17_motif_3,10,6
19_motif_3,4,6
13_motif_3,9,6
10_motif_3,9,6
11_motif_3,1,6
4_motif_3,2,6
92_motif_2,10,6
7_motif_3,10,6
14_motif_3,9,6
16_motif_3,9,6
93_motif_3,15,5
86_motif_2,15,5
77_motif_2,15,5
79_motif_2,15,5
83_motif_2,15,5
88_motif_2,15,5
84_motif_2,15,5
89_motif_3,15,5
85_motif_2,15,5
87_motif_2,15,5
94_motif_2,15,5
92_motif_3,15,5
78_motif_2,15,5
90_motif_3,15,5
82_motif_2,15,5
80_motif_2,15,5
6_motif_3,4,9
5_motif_2,4,9
2_motif_2,3,9
4_motif_2,4,9
3_motif_2,4,9
5_motif_3,0,17
52_motif_2,3,10
55_motif_2,3,10
51_motif_2,3,10
53_motif_2,3,10
52_motif_3,5,8
55_motif_3,4,8
54_motif_2,5,8
51_motif_3,5,8
65_motif_2,0,8
53_motif_3,5,8
99_motif_3,2,12
100_motif_3,2,12
101_motif_3,2,12
13_motif_2,0,20
22_motif_3,1,15
21_motif_3,1,15
8_motif_3,1,13
9_motif_3,1,13
1_motif_2,0,19
1_motif_3,0,18
65_motif_3,0,16
35_motif_3,1,14
32_motif_3,1,14
