Motif_ID,Match_Count,Rank
60_motif_3,17,4
87_motif_1,11,4
94_motif_2,12,4
35_motif_3,4,4
92_motif_2,11,4
78_motif_1,19,4
72_motif_1,18,4
81_motif_1,22,4
90_motif_2,11,4
82_motif_1,19,4
101_motif_1,25,4
80_motif_1,26,4
95_motif_2,11,4
34_motif_3,1,4
96_motif_3,41,3
93_motif_3,52,3
56_motif_2,56,3
98_motif_3,46,3
52_motif_2,57,3
55_motif_2,59,3
76_motif_2,46,3
38_motif_2,55,3
54_motif_2,46,3
74_motif_2,47,3
69_motif_2,51,3
86_motif_2,58,3
50_motif_2,36,3
77_motif_2,45,3
79_motif_2,46,3
71_motif_2,46,3
73_motif_2,45,3
57_motif_2,48,3
83_motif_3,36,3
100_motif_3,49,3
68_motif_2,36,3
88_motif_2,49,3
59_motif_2,35,3
66_motif_2,39,3
91_motif_3,61,3
45_motif_2,39,3
39_motif_2,56,3
46_motif_2,33,3
75_motif_2,46,3
84_motif_3,25,3
70_motif_2,51,3
97_motif_3,49,3
63_motif_2,48,3
64_motif_2,48,3
49_motif_2,39,3
89_motif_3,60,3
22_motif_3,9,3
61_motif_2,50,3
85_motif_3,30,3
60_motif_2,56,3
43_motif_2,44,3
47_motif_2,32,3
51_motif_2,57,3
65_motif_2,36,3
40_motif_2,56,3
87_motif_2,52,3
48_motif_2,47,3
94_motif_3,49,3
92_motif_3,52,3
78_motif_2,46,3
72_motif_2,22,3
81_motif_3,46,3
41_motif_2,30,3
90_motif_3,59,3
82_motif_2,46,3
44_motif_2,33,3
101_motif_3,49,3
80_motif_3,31,3
95_motif_3,53,3
42_motif_2,49,3
67_motif_2,30,3
58_motif_2,59,3
62_motif_2,57,3
53_motif_2,55,3
20_motif_2,60,2
26_motif_2,61,2
56_motif_3,63,2
6_motif_1,50,2
5_motif_1,38,2
52_motif_3,68,2
12_motif_2,60,2
55_motif_3,60,2
25_motif_2,61,2
15_motif_2,60,2
38_motif_3,66,2
54_motif_3,68,2
18_motif_2,63,2
69_motif_3,28,2
50_motif_3,60,2
37_motif_2,60,2
33_motif_2,60,2
57_motif_3,31,2
17_motif_2,60,2
68_motif_3,59,2
59_motif_3,59,2
66_motif_3,62,2
45_motif_3,68,2
39_motif_3,68,2
46_motif_3,68,2
30_motif_2,61,2
70_motif_3,29,2
27_motif_2,61,2
19_motif_2,61,2
49_motif_3,68,2
13_motif_2,60,2
22_motif_2,60,2
10_motif_2,63,2
43_motif_3,60,2
2_motif_1,34,2
2_motif_3,49,2
31_motif_2,61,2
21_motif_2,63,2
11_motif_2,60,2
23_motif_2,60,2
29_motif_2,61,2
47_motif_3,68,2
51_motif_3,63,2
4_motif_1,34,2
4_motif_3,60,2
8_motif_1,59,2
1_motif_1,34,2
28_motif_2,61,2
65_motif_3,62,2
3_motif_1,34,2
3_motif_3,58,2
40_motif_3,68,2
48_motif_3,65,2
35_motif_2,64,2
7_motif_1,53,2
41_motif_3,66,2
14_motif_2,60,2
44_motif_3,68,2
24_motif_2,60,2
9_motif_2,63,2
42_motif_3,66,2
67_motif_3,61,2
58_motif_3,63,2
62_motif_3,57,2
34_motif_2,64,2
32_motif_2,60,2
16_motif_2,63,2
53_motif_3,63,2
36_motif_2,66,2
20_motif_3,18,5
12_motif_3,18,5
25_motif_3,18,5
15_motif_3,18,5
18_motif_3,18,5
33_motif_3,18,5
17_motif_3,18,5
19_motif_3,18,5
13_motif_3,18,5
10_motif_3,18,5
21_motif_3,18,5
11_motif_3,18,5
23_motif_3,18,5
8_motif_3,18,5
7_motif_3,18,5
14_motif_3,18,5
24_motif_3,18,5
9_motif_3,18,5
16_motif_3,18,5
26_motif_3,5,6
30_motif_3,5,6
27_motif_3,5,6
31_motif_3,5,6
28_motif_3,5,6
32_motif_3,5,6
5_motif_3,0,9
99_motif_3,0,8
37_motif_3,1,7
36_motif_3,1,7
29_motif_3,0,10
1_motif_3,0,11
