Number,Layer,Average_Probability,Number_Layer
1,motif_1,0.32227926587301586,1_motif_1
1,motif_2,0.3430773809523809,1_motif_2
1,motif_3,0.290205357142857,1_motif_3
2,motif_1,0.32227926587301586,2_motif_1
2,motif_2,0.342879188712522,2_motif_2
2,motif_3,0.3079569160997732,2_motif_3
3,motif_1,0.3142166005291005,3_motif_1
3,motif_2,0.3349077380952381,3_motif_2
3,motif_3,0.29206583694083693,3_motif_3
4,motif_1,0.2901765873015873,4_motif_1
4,motif_2,0.3333313492063492,4_motif_2
4,motif_3,0.25599826388888886,4_motif_3
5,motif_1,0.32959642857142857,5_motif_1
5,motif_2,0.2584888888888889,5_motif_2
5,motif_3,0.3106416666666666,5_motif_3
6,motif_1,0.3327480158730159,6_motif_1
6,motif_2,0.31755125661375655,6_motif_2
6,motif_3,0.6741783068783068,6_motif_3
7,motif_1,0.3109717813051146,7_motif_1
7,motif_2,0.32430634920634915,7_motif_2
7,motif_3,0.37840764790764786,7_motif_3
8,motif_1,0.6161157936507936,8_motif_1
8,motif_2,0.30743984962406007,8_motif_2
8,motif_3,0.3381045918367347,8_motif_3
9,motif_1,0.618768592004703,9_motif_1
9,motif_2,0.29115717736369906,9_motif_2
9,motif_3,0.5283363997113998,9_motif_3
10,motif_1,0.6036500000000001,10_motif_1
10,motif_2,0.3381045918367347,10_motif_2
10,motif_3,0.2999614121510673,10_motif_3
11,motif_1,0.6379988977072311,11_motif_1
11,motif_2,0.5674291979949873,11_motif_2
11,motif_3,0.2947938311688312,11_motif_3
12,motif_1,0.6245920391966309,12_motif_1
12,motif_2,0.35486637667887666,12_motif_2
12,motif_3,0.41106035052910056,12_motif_3
13,motif_1,0.6748180555555554,13_motif_1
13,motif_2,0.5385144951499117,13_motif_2
13,motif_3,0.293429945054945,13_motif_3
14,motif_1,0.6855529100529101,14_motif_1
14,motif_2,0.4529366402116404,14_motif_2
14,motif_3,0.3428931992337165,14_motif_3
15,motif_1,0.3053366402116402,15_motif_1
15,motif_2,0.5923960400132274,15_motif_2
15,motif_3,0.6027226836471022,15_motif_3
16,motif_1,0.3029771090534979,16_motif_1
16,motif_2,0.6377094407530453,16_motif_2
16,motif_3,0.4071210868606702,16_motif_3
17,motif_1,0.30807926065162905,17_motif_1
17,motif_2,0.6741510093167701,17_motif_2
17,motif_3,0.49499797453703714,17_motif_3
18,motif_1,0.3082841337099812,18_motif_1
18,motif_2,0.6718320546737212,18_motif_2
18,motif_3,0.30463390746369473,18_motif_3
19,motif_1,0.30591989457474533,19_motif_1
19,motif_2,0.607327429345722,19_motif_2
19,motif_3,0.3226213579038922,19_motif_3
20,motif_1,0.6060627744005403,20_motif_1
20,motif_2,0.2690095944770602,20_motif_2
20,motif_3,0.3392216242661449,20_motif_3
21,motif_1,0.26821653796653794,21_motif_1
21,motif_2,0.6074683779761906,21_motif_2
21,motif_3,0.4955619276556777,21_motif_3
22,motif_1,0.30737616873233314,22_motif_1
22,motif_2,0.6075734487734489,22_motif_2
22,motif_3,0.29481319966583125,22_motif_3
23,motif_1,0.6132050264550265,23_motif_1
23,motif_2,0.2691930996472663,23_motif_2
23,motif_3,0.2869357746721877,23_motif_3
24,motif_1,0.3148704688731284,24_motif_1
24,motif_2,0.6132050264550265,24_motif_2
24,motif_3,0.2935669209431345,24_motif_3
25,motif_1,0.26873925616345834,25_motif_1
25,motif_2,0.6132050264550265,25_motif_2
25,motif_3,0.3207945011337868,25_motif_3
26,motif_1,0.2684438621463078,26_motif_1
26,motif_2,0.6132050264550265,26_motif_2
26,motif_3,0.2975620162665617,26_motif_3
27,motif_1,0.316281438812084,27_motif_1
27,motif_2,0.6132050264550265,27_motif_2
27,motif_3,0.2941572724327826,27_motif_3
28,motif_1,0.3059898134511536,28_motif_1
28,motif_2,0.6132050264550265,28_motif_2
28,motif_3,0.2975620162665617,28_motif_3
29,motif_1,0.3059898134511536,29_motif_1
29,motif_2,0.6132050264550265,29_motif_2
29,motif_3,0.2975620162665617,29_motif_3
30,motif_1,0.30600424883758215,30_motif_1
30,motif_2,0.6132050264550265,30_motif_2
30,motif_3,0.2975620162665617,30_motif_3
31,motif_1,0.3031721835075493,31_motif_1
31,motif_2,0.6132050264550265,31_motif_2
31,motif_3,0.2975620162665617,31_motif_3
32,motif_1,0.3031721835075493,32_motif_1
32,motif_2,0.6132050264550265,32_motif_2
32,motif_3,0.2973620706479313,32_motif_3
33,motif_1,0.34694785551206786,33_motif_1
33,motif_2,0.6132050264550265,33_motif_2
33,motif_3,0.2931249599166265,33_motif_3
34,motif_1,0.3054177318295739,34_motif_1
34,motif_2,0.6132050264550265,34_motif_2
34,motif_3,0.3166624582954201,34_motif_3
35,motif_1,0.30590771784904436,35_motif_1
35,motif_2,0.6132050264550265,35_motif_2
35,motif_3,0.3127559993425378,35_motif_3
36,motif_1,0.30492953402483103,36_motif_1
36,motif_2,0.6132050264550265,36_motif_2
36,motif_3,0.2957257446049581,36_motif_3
37,motif_1,0.3047407059314954,37_motif_1
37,motif_2,0.6143355855855855,37_motif_2
37,motif_3,0.3433245067497404,37_motif_3
38,motif_1,0.3047407059314954,38_motif_1
38,motif_2,0.6156252871762741,38_motif_2
38,motif_3,0.32416323616674086,38_motif_3
39,motif_1,0.30485348462301587,39_motif_1
39,motif_2,0.6154413410663412,39_motif_2
39,motif_3,0.35778612541112537,39_motif_3
40,motif_1,0.305410451085196,40_motif_1
40,motif_2,0.6136761408730159,40_motif_2
40,motif_3,0.3623608188753537,40_motif_3
41,motif_1,0.3047407059314954,41_motif_1
41,motif_2,0.6207492257065429,41_motif_2
41,motif_3,0.3554878472222222,41_motif_3
42,motif_1,0.30562081777155303,42_motif_1
42,motif_2,0.6207902966742253,42_motif_2
42,motif_3,0.32920491071428576,42_motif_3
43,motif_1,0.3640852447436216,43_motif_1
43,motif_2,0.6220061138796605,43_motif_2
43,motif_3,0.2828882955051179,43_motif_3
44,motif_1,0.37167493570985194,44_motif_1
44,motif_2,0.6230777599429286,44_motif_2
44,motif_3,0.28162923534798534,44_motif_3
45,motif_1,0.3876500392691799,45_motif_1
45,motif_2,0.6235783509700178,45_motif_2
45,motif_3,0.28177511979634623,45_motif_3
46,motif_1,0.39354284385205435,46_motif_1
46,motif_2,0.6568897849462363,46_motif_2
46,motif_3,0.29065247390247384,46_motif_3
47,motif_1,0.38971436074429766,47_motif_1
47,motif_2,0.6319105243161094,47_motif_2
47,motif_3,0.28042869807497467,47_motif_3
48,motif_1,0.3984141454827545,48_motif_1
48,motif_2,0.49890381223714547,48_motif_2
48,motif_3,0.6307455209806695,48_motif_3
49,motif_1,0.39461041518597484,49_motif_1
49,motif_2,0.48393197601010096,49_motif_2
49,motif_3,0.6284397878198899,49_motif_3
50,motif_1,0.39704046329723225,50_motif_1
